0.11029,1
0.14239,1
0.1556,2
0.1685,2
0.17132,2
0.17921,2
0.20333,2
0.21704,1
0.25311,2
0.25353,2
0.25989,2
0.2691,1
0.27171,1
0.27467,1
0.27855,2
0.27921,2
0.2877,2
0.29928,1
0.30339,2
0.30429,2
0.33585,1
0.33916,2
0.35328,2
0.36682,2
0.37185,2
0.37915,1
0.38334,1
0.38924,1
0.3946,1
0.40133,2
0.40655,2
0.41453,1
0.4174,2
0.42264,2
0.42302,1
0.43022,2
0.43552,1
0.4385,1
0.44248,1
0.44637,1
0.44842,2
0.45259,2
0.45393,1
0.46152,2
0.46458,2
0.46501,2
0.47143,2
0.47419,2
0.48555,2
0.487,1
0.49569,2
0.50585,1
0.50878,2
0.51444,1
0.52424,2
0.53576,1
0.53702,2
0.5454,2
0.54851,2
0.56237,2
0.56717,1
0.57007,2
0.57133,2
0.57533,2
0.59264,2
0.59296,2
0.59336,2
0.59786,2
0.60707,2
0.61024,1
0.61422,2
0.61594,2
0.61766,2
0.6211,2
0.62826,1
0.63704,2
0.65397,2
0.66648,1
0.67758,2
0.68565,2
0.68961,2
0.69028,2
0.69987,1
0.71204,2
0.72391,2
0.73396,2
0.74373,1
0.74887,2
0.75596,2
0.76195,2
0.77459,1
0.78147,1
0.78429,2
0.79647,1
0.80667,2
0.81763,2
0.82415,2
0.82948,1
0.83083,1
0.8392,2
0.84945,2
0.85265,2
0.85831,2
0.86387,1
0.86701,2
0.88032,2
0.8977,2
0.92864,1
0.93313,2
0.9396,2
0.94245,1
0.95117,2
0.95228,2
0.9532,2
0.95345,2
0.96819,2
0.97097,2
0.97252,2
0.97505,2
0.98471,2
0.99375,2
